Transaction_ID,Customer_ID,Purchase_Date,Purchased_Product_IDs,Order_Value,Order_Location,Repeat_Purchase_Score,Return_Rate
TXN19067,CUST2997,2024-08-13 05:32:22,['PROD0989'],272000,Probolinggo,0.18,0.47
TXN19068,CUST3329,2024-01-11 10:53:49,['PROD1013'],139000,Sabang,0.83,0.1
TXN19069,CUST0421,2025-03-20 22:56:30,['PROD0141'],395000,Pekanbaru,0.74,0.39
TXN19070,CUST2200,2025-03-20 09:07:15,['PROD1027'],482000,Bekasi,0.7,0.36
TXN19071,CUST2167,2024-07-07 05:34:23,['PROD0292'],402000,Kota Administrasi Jakarta Utara,0.84,0.14
TXN19072,CUST4357,2025-07-02 16:17:01,['PROD0010'],354000,Palu,0.64,0.12
TXN19073,CUST3091,2024-04-09 01:23:34,"['PROD1045', 'PROD0440']",519000,Bogor,0.63,0.36
TXN19074,CUST0513,2024-06-21 20:47:20,"['PROD0685', 'PROD0942']",418000,Tomohon,0.3,0.45
TXN19075,CUST2658,2024-03-29 05:15:54,['PROD0018'],320000,Solok,0.92,0.07
TXN19076,CUST3385,2024-03-24 05:13:03,['PROD0845'],268000,Kota Administrasi Jakarta Barat,0.94,0.11
TXN19077,CUST3630,2025-04-05 19:02:57,['PROD0195'],223000,Mataram,0.75,0.32
TXN19078,CUST0039,2023-10-29 17:53:37,"['PROD0755', 'PROD0420']",582000,Cimahi,0.62,0.03
TXN19079,CUST3828,2024-07-10 13:21:18,['PROD0246'],316000,Surakarta,0.91,0.07
TXN19080,CUST4185,2023-12-16 00:09:16,['PROD0909'],201000,Serang,0.79,0.16
TXN19081,CUST2650,2023-10-28 12:57:06,['PROD0836'],135000,Cilegon,0.71,0.26
TXN19082,CUST0712,2023-10-08 21:53:36,"['PROD0851', 'PROD0030', 'PROD0132']",749000,Lubuklinggau,0.89,0.13
TXN19083,CUST0832,2024-04-05 07:58:28,['PROD0900'],235000,Lhokseumawe,0.96,0.31
TXN19084,CUST0689,2024-06-25 08:11:29,['PROD0891'],166000,Binjai,0.73,0.22
TXN19085,CUST0105,2024-07-27 01:46:26,"['PROD0265', 'PROD0286']",333000,Tebingtinggi,0.81,0.25
TXN19086,CUST4532,2024-05-07 12:35:56,['PROD0051'],374000,Pariaman,0.37,0.45
TXN19087,CUST2359,2024-06-18 02:38:06,['PROD0871'],476000,Banjarbaru,0.48,0.41
TXN19088,CUST2316,2025-08-05 03:43:59,"['PROD0876', 'PROD0434']",413000,Kota Administrasi Jakarta Pusat,0.95,0.35
TXN19089,CUST1628,2024-04-14 22:54:20,['PROD0932'],269000,Medan,0.77,0.19
TXN19090,CUST2140,2024-12-30 02:38:15,['PROD0369'],371000,Padang Sidempuan,0.63,0.03
TXN19091,CUST2102,2023-12-07 21:55:47,['PROD0732'],493000,Surabaya,0.98,0.34
TXN19092,CUST2982,2024-01-10 10:18:03,['PROD0621'],192000,Kota Administrasi Jakarta Utara,0.41,0.41
TXN19093,CUST4828,2025-02-11 14:35:01,"['PROD0200', 'PROD0796']",458000,Palembang,0.83,0.33
TXN19094,CUST1026,2024-07-18 14:32:58,['PROD0121'],163000,Banda Aceh,0.99,0.34
TXN19095,CUST3672,2023-10-15 22:32:36,['PROD0810'],478000,Pontianak,0.75,0.28
TXN19096,CUST4562,2023-08-23 08:17:42,['PROD0242'],420000,Bitung,0.67,0.21
TXN19097,CUST3950,2023-12-24 16:13:49,['PROD0118'],217000,Kota Administrasi Jakarta Timur,0.95,0.01
TXN19098,CUST1051,2024-05-02 17:06:28,['PROD0484'],226000,Sabang,0.62,0.28
TXN19099,CUST0743,2023-11-23 09:29:31,['PROD0758'],312000,Tual,0.86,0.17
TXN19100,CUST1680,2024-04-04 06:02:49,['PROD0030'],277000,Pekalongan,0.93,0.34
TXN19101,CUST0581,2023-08-21 20:40:04,"['PROD0867', 'PROD0999']",322000,Sungai Penuh,0.0,0.42
TXN19102,CUST4062,2025-05-03 08:11:16,['PROD0970'],165000,Pasuruan,0.73,0.05
TXN19103,CUST3447,2025-03-11 11:19:09,['PROD0612'],411000,Kota Administrasi Jakarta Selatan,0.16,0.43
TXN19104,CUST0179,2025-07-23 13:06:42,['PROD0591'],285000,Kota Administrasi Jakarta Selatan,0.88,0.14
TXN19105,CUST0150,2023-12-01 17:24:33,"['PROD0382', 'PROD0197', 'PROD0872']",760000,Bau-Bau,0.67,0.13
TXN19106,CUST3877,2023-09-04 13:44:26,['PROD1047'],369000,Bontang,0.63,0.13
TXN19107,CUST0844,2024-04-14 22:23:06,"['PROD0640', 'PROD0228']",476000,Yogyakarta,0.64,0.02
TXN19108,CUST0928,2024-01-17 18:08:38,['PROD0657'],307000,Cirebon,0.13,0.49
TXN19109,CUST0658,2023-11-18 16:26:28,"['PROD0291', 'PROD0152']",564000,Kendari,0.71,0.07
TXN19110,CUST2062,2024-08-17 12:35:34,['PROD0474'],139000,Blitar,0.57,0.42
TXN19111,CUST1519,2025-03-27 16:32:19,['PROD0444'],433000,Bau-Bau,0.64,0.39
TXN19112,CUST2569,2023-12-15 11:52:35,['PROD0163'],125000,Surabaya,0.82,0.36
TXN19113,CUST3643,2024-11-23 07:44:07,['PROD0236'],197000,Bekasi,0.98,0.31
TXN19114,CUST2462,2023-11-19 13:54:58,['PROD0014'],352000,Bekasi,0.68,0.0
TXN19115,CUST1295,2024-06-06 08:33:27,['PROD0672'],297000,Kota Administrasi Jakarta Utara,0.51,0.48
TXN19116,CUST0425,2025-02-10 12:48:00,['PROD0007'],151000,Tomohon,0.91,0.37
TXN19117,CUST2061,2025-05-25 18:22:46,['PROD0027'],144000,Kupang,0.93,0.11
TXN19118,CUST1554,2024-07-14 22:31:56,['PROD0887'],335000,Bandar Lampung,0.74,0.01
TXN19119,CUST1028,2024-07-11 12:24:46,['PROD0223'],249000,Batam,0.81,0.02
TXN19120,CUST3065,2025-07-26 01:39:26,['PROD0338'],448000,Sibolga,0.54,0.49
TXN19121,CUST4049,2025-07-04 07:27:20,"['PROD0161', 'PROD0550']",548000,Surakarta,0.84,0.08
TXN19122,CUST1394,2024-05-01 20:09:32,['PROD0673'],436000,Kediri,0.89,0.19
TXN19123,CUST2766,2023-10-22 03:06:04,['PROD0318'],452000,Tarakan,0.76,0.2
TXN19124,CUST1913,2023-10-10 03:31:33,['PROD0548'],167000,Palembang,0.93,0.22
TXN19125,CUST0591,2024-04-04 14:42:05,['PROD0853'],153000,Banjar,0.8,0.19
TXN19126,CUST3994,2025-07-06 11:40:38,"['PROD0427', 'PROD0638', 'PROD0470', 'PROD0039', 'PROD0768']",1226000,Makassar,0.73,0.03
TXN19127,CUST3888,2023-09-16 14:00:53,['PROD0375'],132000,Probolinggo,0.14,0.49
TXN19128,CUST4405,2023-09-28 05:56:42,['PROD0704'],485000,Bandar Lampung,0.25,0.41
TXN19129,CUST2115,2024-07-29 23:08:55,['PROD0907'],113000,Tebingtinggi,0.64,0.02
TXN19130,CUST1949,2024-01-15 23:01:18,['PROD0454'],373000,Jambi,0.95,0.04
TXN19131,CUST4382,2024-04-04 09:03:54,['PROD0918'],226000,Sabang,0.94,0.13
TXN19132,CUST0864,2025-02-25 13:23:48,['PROD0046'],479000,Sibolga,0.8,0.3
TXN19133,CUST3170,2023-10-22 06:34:50,['PROD0348'],103000,Subulussalam,0.77,0.32
TXN19134,CUST3254,2023-10-18 03:11:21,['PROD0109'],234000,Pangkalpinang,0.6,0.11
TXN19135,CUST4877,2024-10-06 03:23:28,['PROD0246'],316000,Yogyakarta,0.93,0.34
TXN19136,CUST3553,2023-11-14 21:00:52,['PROD1058'],227000,Salatiga,0.46,0.44
TXN19137,CUST1910,2023-08-30 08:37:18,['PROD0900'],235000,Pekanbaru,0.87,0.19
TXN19138,CUST1326,2025-07-03 20:06:24,['PROD0801'],350000,Pekalongan,0.45,0.5
TXN19139,CUST4413,2023-09-26 18:08:56,"['PROD1018', 'PROD0872']",361000,Salatiga,0.9,0.32
TXN19140,CUST4148,2023-08-26 04:02:29,['PROD0466'],334000,Tual,0.5,0.47
TXN19141,CUST4003,2024-11-28 20:21:36,['PROD1059'],232000,Mojokerto,0.91,0.31
TXN19142,CUST3046,2025-07-13 13:14:41,"['PROD0484', 'PROD0040']",488000,Banda Aceh,0.28,0.43
TXN19143,CUST3441,2025-01-31 15:42:24,['PROD0759'],367000,Metro,0.64,0.26
TXN19144,CUST1787,2025-07-17 05:04:59,['PROD0378'],355000,Samarinda,0.65,0.28
TXN19145,CUST2896,2024-11-22 00:24:27,['PROD0011'],256000,Mojokerto,0.62,0.24
TXN19146,CUST3390,2023-11-30 02:36:55,['PROD0040'],262000,Metro,0.97,0.09
TXN19147,CUST3677,2025-08-04 18:06:21,"['PROD0293', 'PROD0084']",585000,Kota Administrasi Jakarta Timur,0.77,0.02
TXN19148,CUST3566,2024-11-13 21:00:22,"['PROD0534', 'PROD0128']",937000,Banjar,0.75,0.37
TXN19149,CUST0435,2025-02-20 11:31:16,['PROD0528'],163000,Kupang,0.79,0.05
TXN19150,CUST1941,2024-07-19 00:08:44,"['PROD0191', 'PROD0805', 'PROD0264', 'PROD0911']",951000,Bekasi,0.1,0.46
TXN19151,CUST2468,2025-02-05 18:00:02,"['PROD0434', 'PROD0718', 'PROD0876']",746000,Banda Aceh,0.93,0.14
TXN19152,CUST4497,2025-02-17 19:53:20,"['PROD0814', 'PROD0379', 'PROD0644']",911000,Kota Administrasi Jakarta Pusat,0.73,0.11
TXN19153,CUST0630,2025-03-13 11:45:01,"['PROD0326', 'PROD0366']",483000,Pekanbaru,0.51,0.44
TXN19154,CUST4558,2024-12-12 07:02:20,"['PROD0980', 'PROD0986']",406000,Tanjungpinang,0.79,0.23
TXN19155,CUST1928,2023-10-08 10:27:41,"['PROD0290', 'PROD0393', 'PROD0507']",842000,Tebingtinggi,0.98,0.32
TXN19156,CUST3452,2024-03-26 11:28:32,['PROD1030'],373000,Tarakan,0.94,0.06
TXN19157,CUST4803,2023-08-31 16:44:01,"['PROD0918', 'PROD0467', 'PROD0756']",510000,Pematangsiantar,0.94,0.18
TXN19158,CUST4040,2024-04-11 06:27:50,['PROD0984'],151000,Magelang,0.99,0.14
TXN19159,CUST3053,2024-12-16 13:57:24,['PROD0676'],353000,Purwokerto,0.84,0.06
TXN19160,CUST2589,2023-12-27 20:43:43,"['PROD0532', 'PROD0053']",381000,Metro,0.61,0.03
TXN19161,CUST0041,2024-09-21 11:28:25,['PROD0356'],186000,Kota Administrasi Jakarta Utara,0.92,0.32
TXN19162,CUST1242,2024-07-02 07:39:37,"['PROD0164', 'PROD0057', 'PROD0524', 'PROD0425']",1089000,Pekanbaru,0.96,0.39
TXN19163,CUST3077,2024-09-19 07:02:15,"['PROD0326', 'PROD0612']",628000,Batam,0.98,0.21
TXN19164,CUST3654,2023-08-24 12:46:44,"['PROD0396', 'PROD0818']",446000,Bontang,0.68,0.12
TXN19165,CUST2259,2024-11-28 21:55:38,['PROD0700'],480000,Tidore Kepulauan,0.68,0.06
TXN19166,CUST0501,2024-08-01 19:02:29,['PROD1018'],107000,Sabang,0.85,0.38
TXN19167,CUST2214,2023-11-28 21:44:09,['PROD0203'],324000,Parepare,0.85,0.13
TXN19168,CUST4808,2025-02-12 11:49:16,['PROD0503'],309000,Madiun,0.79,0.37
TXN19169,CUST3913,2023-12-17 21:09:33,"['PROD0991', 'PROD0576']",377000,Bandung,0.83,0.17
TXN19170,CUST2849,2025-07-21 00:21:57,['PROD0163'],125000,Kota Administrasi Jakarta Pusat,0.34,0.43
TXN19171,CUST2785,2024-09-06 16:57:40,"['PROD0967', 'PROD0986', 'PROD0289', 'PROD0243']",1074000,Kota Administrasi Jakarta Barat,0.83,0.12
TXN19172,CUST0221,2023-11-11 05:31:52,['PROD0966'],291000,Kupang,0.62,0.31
TXN19173,CUST1772,2024-01-10 01:30:56,['PROD0015'],389000,Bogor,0.62,0.14
TXN19174,CUST2344,2024-02-29 08:49:37,['PROD0996'],444000,Tegal,0.7,0.09
TXN19175,CUST2871,2024-10-08 07:02:57,['PROD0099'],330000,Subulussalam,0.97,0.29
TXN19176,CUST4074,2024-05-22 05:06:56,"['PROD0435', 'PROD0569']",531000,Banjarbaru,0.09,0.47
TXN19177,CUST3629,2024-02-17 03:41:04,['PROD0828'],353000,Makassar,0.67,0.21
TXN19178,CUST4129,2024-12-07 12:13:53,['PROD1018'],107000,Malang,0.52,0.41
TXN19179,CUST3133,2024-08-15 17:45:14,"['PROD0331', 'PROD0954', 'PROD0671', 'PROD0503']",1214000,Pagaralam,0.75,0.11
TXN19180,CUST2645,2025-06-11 07:30:13,['PROD1057'],207000,Pariaman,0.97,0.25
TXN19181,CUST2417,2024-06-13 23:24:50,['PROD0444'],433000,Sabang,0.88,0.13
TXN19182,CUST4730,2025-03-10 04:31:33,['PROD0930'],450000,Tidore Kepulauan,0.67,0.36
TXN19183,CUST1931,2023-08-22 03:35:33,['PROD0591'],285000,Bandung,0.73,0.08
TXN19184,CUST2169,2025-02-09 06:18:15,['PROD1040'],177000,Kota Administrasi Jakarta Timur,0.85,0.07
TXN19185,CUST3114,2024-06-09 20:03:01,['PROD0318'],452000,Bandar Lampung,0.61,0.1
TXN19186,CUST3201,2024-05-17 07:41:53,"['PROD0042', 'PROD0580', 'PROD0561', 'PROD0173']",752000,Subulussalam,0.92,0.38
TXN19187,CUST4420,2025-02-17 12:41:43,['PROD0914'],167000,Prabumulih,0.63,0.17
TXN19188,CUST1397,2023-08-18 17:02:51,['PROD0403'],282000,Kupang,0.92,0.13
TXN19189,CUST4932,2024-09-07 18:57:37,"['PROD0718', 'PROD1058']",560000,Ambon,0.24,0.4
TXN19190,CUST1629,2024-02-23 20:52:19,['PROD0930'],450000,Tual,0.78,0.32
TXN19191,CUST1549,2024-04-15 13:29:28,['PROD1003'],485000,Probolinggo,0.85,0.04
TXN19192,CUST2363,2025-05-08 02:44:17,['PROD0761'],115000,Batu,0.42,0.4
TXN19193,CUST2428,2023-08-20 09:15:53,['PROD0928'],218000,Bekasi,0.9,0.28
TXN19194,CUST0179,2024-12-26 09:47:54,['PROD0778'],480000,Kota Administrasi Jakarta Timur,0.83,0.06
TXN19195,CUST3200,2024-01-26 15:22:31,['PROD0246'],316000,Cimahi,0.91,0.33
TXN19196,CUST0017,2024-06-23 10:05:06,['PROD1058'],227000,Bekasi,0.63,0.05
TXN19197,CUST4941,2024-08-31 02:04:01,['PROD1058'],227000,Yogyakarta,0.78,0.19
TXN19198,CUST3553,2024-10-26 05:23:54,"['PROD0146', 'PROD0733']",520000,Tegal,0.91,0.01
TXN19199,CUST2865,2023-12-24 11:24:17,['PROD1053'],353000,Balikpapan,0.61,0.21
TXN19200,CUST4728,2024-04-27 16:57:08,['PROD1009'],431000,Metro,0.57,0.43
TXN19201,CUST4258,2025-07-05 22:34:56,['PROD0735'],294000,Kotamobagu,0.96,0.24
TXN19202,CUST4785,2024-02-08 19:24:27,"['PROD0285', 'PROD0491', 'PROD1045', 'PROD0371', 'PROD0951', 'PROD0248']",1045000,Bontang,0.91,0.37
TXN19203,CUST4133,2025-01-05 05:28:58,['PROD0505'],469000,Serang,0.82,0.2
TXN19204,CUST4253,2024-11-08 14:26:59,['PROD0529'],167000,Cilegon,0.89,0.14
TXN19205,CUST2851,2025-08-13 19:59:03,"['PROD0787', 'PROD0031', 'PROD0399']",398000,Bandung,0.82,0.36
TXN19206,CUST4469,2024-07-25 11:55:24,['PROD0439'],123000,Sawahlunto,0.76,0.28
TXN19207,CUST4111,2025-06-03 09:36:58,['PROD0844'],330000,Kediri,0.52,0.4
TXN19208,CUST0332,2025-05-22 08:04:47,"['PROD0976', 'PROD0973', 'PROD0300']",1138000,Kota Administrasi Jakarta Timur,0.68,0.06
TXN19209,CUST1185,2024-10-15 06:35:45,"['PROD0759', 'PROD0954']",770000,Sibolga,0.84,0.37
TXN19210,CUST0022,2025-02-22 21:50:24,"['PROD0589', 'PROD0100', 'PROD0449', 'PROD0480']",1037000,Padang,0.24,0.46
TXN19211,CUST2003,2023-11-16 09:32:16,['PROD0624'],104000,Bekasi,0.76,0.08
TXN19212,CUST2611,2024-07-21 11:19:50,"['PROD0894', 'PROD0009']",458000,Yogyakarta,0.19,0.48
TXN19213,CUST0346,2025-01-16 16:35:54,['PROD0017'],455000,Sukabumi,0.73,0.31
TXN19214,CUST3394,2024-04-03 11:33:48,['PROD0040'],262000,Bandar Lampung,0.97,0.2
TXN19215,CUST0063,2024-10-05 02:49:22,"['PROD0198', 'PROD0539']",597000,Bogor,0.93,0.36
TXN19216,CUST1320,2024-05-25 11:25:08,"['PROD0775', 'PROD0850', 'PROD1023', 'PROD0010']",1298000,Bandung,0.89,0.04
TXN19217,CUST1733,2023-08-16 21:12:34,['PROD0665'],253000,Kediri,0.85,0.01
TXN19218,CUST4754,2024-11-16 20:11:39,['PROD0513'],348000,Kota Administrasi Jakarta Selatan,0.82,0.1
TXN19219,CUST1473,2024-07-18 07:39:59,['PROD1021'],231000,Tarakan,0.51,0.44
TXN19220,CUST3624,2024-08-18 12:16:56,['PROD0079'],322000,Pariaman,0.58,0.47
TXN19221,CUST0618,2024-10-04 13:27:16,"['PROD0963', 'PROD0695', 'PROD0192']",914000,Cirebon,0.31,0.42
TXN19222,CUST4036,2025-04-26 17:28:35,"['PROD0716', 'PROD1016']",659000,Tanjungpinang,0.81,0.16
TXN19223,CUST4378,2024-12-13 06:59:55,['PROD0335'],249000,Gorontalo,0.82,0.01
TXN19224,CUST1142,2025-04-01 08:42:04,['PROD0311'],469000,Pagaralam,0.68,0.3
TXN19225,CUST1417,2025-03-22 16:49:05,"['PROD0600', 'PROD0371']",468000,Bukittinggi,0.68,0.05
TXN19226,CUST4450,2024-03-20 04:02:59,['PROD0336'],171000,Malang,0.9,0.18
TXN19227,CUST3686,2023-12-10 15:59:16,['PROD0073'],182000,Lubuklinggau,0.8,0.28
TXN19228,CUST2529,2023-08-30 20:11:20,['PROD0072'],284000,Pontianak,0.77,0.01
TXN19229,CUST1381,2024-05-05 19:46:05,['PROD0734'],110000,Bandar Lampung,0.19,0.49
TXN19230,CUST2309,2024-10-17 14:16:27,"['PROD0889', 'PROD0815']",548000,Palangkaraya,0.88,0.33
TXN19231,CUST2669,2024-12-29 10:45:12,['PROD0989'],272000,Bandar Lampung,0.85,0.13
TXN19232,CUST2804,2024-03-07 10:11:17,['PROD0664'],453000,Serang,0.98,0.28
TXN19233,CUST1473,2024-06-14 06:54:53,['PROD0643'],322000,Cimahi,0.81,0.29
TXN19234,CUST4034,2024-09-07 09:26:11,['PROD0657'],307000,Salatiga,0.7,0.16
TXN19235,CUST1076,2023-12-13 10:16:36,['PROD0203'],324000,Pontianak,0.94,0.37
TXN19236,CUST3443,2023-09-07 07:55:28,"['PROD1029', 'PROD0682', 'PROD0847']",617000,Mojokerto,0.61,0.01
TXN19237,CUST1621,2024-09-06 01:44:53,['PROD0864'],453000,Singkawang,0.4,0.44
TXN19238,CUST4170,2025-07-20 02:30:10,['PROD0127'],495000,Depok,0.76,0.25
TXN19239,CUST3756,2025-01-19 11:21:47,['PROD0535'],286000,Lubuklinggau,0.76,0.04
TXN19240,CUST3718,2024-09-26 14:48:41,['PROD0348'],103000,Banjarmasin,0.32,0.42
TXN19241,CUST0810,2024-08-07 00:14:27,['PROD1040'],177000,Kotamobagu,0.79,0.34
TXN19242,CUST2859,2024-01-09 17:06:32,['PROD0936'],177000,Metro,0.42,0.4
TXN19243,CUST3693,2024-10-31 18:30:44,['PROD0304'],486000,Palangkaraya,0.97,0.06
TXN19244,CUST2935,2024-01-26 08:21:44,['PROD0669'],157000,Balikpapan,0.77,0.02
TXN19245,CUST1186,2024-03-07 02:56:00,['PROD0605'],375000,Semarang,0.65,0.25
TXN19246,CUST2887,2025-05-28 15:43:10,['PROD0825'],202000,Bontang,0.9,0.15
TXN19247,CUST3629,2024-09-04 00:22:35,['PROD0828'],353000,Pekalongan,0.96,0.3
TXN19248,CUST0811,2024-03-02 17:16:04,"['PROD0039', 'PROD0560']",335000,Manado,0.71,0.18
TXN19249,CUST3850,2023-10-31 19:31:18,"['PROD0575', 'PROD0307', 'PROD0744']",875000,Sabang,0.71,0.03
TXN19250,CUST3293,2025-02-20 19:48:32,['PROD0209'],164000,Madiun,0.79,0.23
TXN19251,CUST3684,2023-10-17 12:53:51,"['PROD0955', 'PROD0988']",595000,Parepare,0.94,0.28
TXN19252,CUST4153,2024-11-01 01:53:11,['PROD0936'],177000,Denpasar,0.2,0.47
TXN19253,CUST2361,2024-03-30 00:21:18,"['PROD0449', 'PROD0551', 'PROD0100', 'PROD0480']",922000,Ternate,1.0,0.29
TXN19254,CUST3497,2024-01-17 02:15:29,['PROD1048'],136000,Medan,0.34,0.4
TXN19255,CUST1574,2024-07-20 07:18:07,['PROD0242'],420000,Singkawang,0.14,0.46
TXN19256,CUST0303,2025-01-27 17:22:20,"['PROD0341', 'PROD0203']",646000,Bontang,0.97,0.08
TXN19257,CUST1750,2023-11-07 18:53:21,"['PROD0863', 'PROD0941', 'PROD0914']",792000,Sukabumi,0.75,0.15
TXN19258,CUST4746,2024-03-12 12:06:53,['PROD0764'],187000,Madiun,0.97,0.35
TXN19259,CUST3653,2025-04-29 13:31:25,['PROD0764'],187000,Cimahi,0.55,0.45
TXN19260,CUST4713,2023-10-23 08:46:13,['PROD0071'],281000,Balikpapan,0.95,0.12
TXN19261,CUST1162,2024-03-01 14:13:12,"['PROD0178', 'PROD0384']",749000,Sibolga,0.07,0.42
TXN19262,CUST3928,2024-11-07 22:52:58,['PROD0825'],202000,Kota Administrasi Jakarta Timur,0.85,0.28
TXN19263,CUST2651,2024-10-14 01:50:34,"['PROD0577', 'PROD0570']",302000,Gorontalo,0.62,0.1
TXN19264,CUST2197,2023-12-07 08:48:45,"['PROD0086', 'PROD0175']",771000,Kota Administrasi Jakarta Pusat,0.01,0.42
TXN19265,CUST3002,2023-12-13 18:19:42,"['PROD0715', 'PROD0655']",721000,Tangerang Selatan,0.81,0.03
TXN19266,CUST2199,2025-05-07 14:33:11,"['PROD0429', 'PROD0389']",266000,Samarinda,0.96,0.15
TXN19267,CUST1478,2024-12-08 08:19:18,"['PROD0725', 'PROD0540']",597000,Parepare,0.63,0.35
TXN19268,CUST2131,2025-06-10 17:58:15,['PROD0622'],178000,Cimahi,0.64,0.07
TXN19269,CUST1298,2024-10-03 05:51:14,['PROD0872'],254000,Madiun,0.08,0.45
TXN19270,CUST2864,2025-07-30 00:39:48,['PROD0705'],417000,Bitung,0.9,0.34
TXN19271,CUST2187,2025-03-16 04:56:12,['PROD0603'],171000,Bogor,0.02,0.45
TXN19272,CUST3112,2025-03-19 23:10:41,"['PROD0354', 'PROD0316', 'PROD0033', 'PROD0036', 'PROD0961']",845000,Samarinda,0.82,0.01
TXN19273,CUST2085,2025-03-23 20:12:09,['PROD0035'],462000,Malang,0.76,0.08
TXN19274,CUST3465,2024-07-26 08:57:46,['PROD0751'],157000,Banjarbaru,0.7,0.21
TXN19275,CUST4428,2025-02-27 07:51:39,"['PROD0099', 'PROD0079']",652000,Sungai Penuh,0.79,0.06
TXN19276,CUST1604,2025-02-24 06:15:31,"['PROD0484', 'PROD0394']",550000,Parepare,0.8,0.18
TXN19277,CUST2637,2023-12-20 06:30:00,"['PROD0439', 'PROD0562']",541000,Langsa,0.88,0.14
TXN19278,CUST4429,2023-10-20 15:05:18,['PROD0296'],306000,Sorong,0.36,0.43
TXN19279,CUST2947,2025-08-06 03:52:23,['PROD0288'],310000,Bau-Bau,0.95,0.19
TXN19280,CUST1972,2025-02-09 18:10:05,"['PROD0454', 'PROD0408']",504000,Magelang,0.89,0.08
TXN19281,CUST0738,2023-09-22 11:21:04,"['PROD0663', 'PROD0319']",592000,Padang,0.26,0.42
TXN19282,CUST4348,2025-03-31 22:32:34,"['PROD0405', 'PROD0736']",621000,Bengkulu,0.09,0.42
TXN19283,CUST2978,2024-10-12 13:18:03,['PROD0033'],126000,Singkawang,0.32,0.45
TXN19284,CUST3771,2024-01-27 05:39:48,['PROD0115'],170000,Bukittinggi,0.8,0.17
TXN19285,CUST2088,2025-07-30 00:23:03,['PROD0845'],268000,Lhokseumawe,0.97,0.29
TXN19286,CUST4853,2024-06-05 20:10:52,['PROD1025'],397000,Langsa,0.63,0.35
TXN19287,CUST3012,2024-03-15 12:47:31,['PROD1025'],397000,Pangkalpinang,0.81,0.34
TXN19288,CUST0935,2024-04-03 15:12:14,['PROD0746'],494000,Tidore Kepulauan,0.66,0.08
TXN19289,CUST2510,2024-05-19 03:40:09,['PROD0424'],109000,Palu,0.57,0.42
TXN19290,CUST4940,2025-03-13 20:13:34,['PROD0224'],105000,Mojokerto,0.81,0.22
TXN19291,CUST2022,2024-12-19 04:01:03,['PROD0853'],153000,Pontianak,1.0,0.39
TXN19292,CUST1285,2025-01-28 01:35:16,"['PROD1025', 'PROD0679', 'PROD0685']",789000,Parepare,0.53,0.41
TXN19293,CUST1588,2024-12-27 04:38:40,"['PROD0530', 'PROD0052']",514000,Palopo,0.69,0.03
TXN19294,CUST3025,2023-09-04 02:42:55,['PROD0252'],440000,Bandung,0.43,0.48
TXN19295,CUST3881,2025-01-09 12:24:50,['PROD0168'],207000,Tidore Kepulauan,0.82,0.27
TXN19296,CUST0372,2025-02-14 05:11:42,['PROD0845'],268000,Banjar,0.67,0.37
TXN19297,CUST1162,2025-02-07 14:32:02,"['PROD0671', 'PROD0961']",492000,Pontianak,0.86,0.27
TXN19298,CUST2561,2023-09-30 10:31:10,['PROD1030'],373000,Dumai,0.79,0.08
TXN19299,CUST2238,2025-07-10 23:22:16,['PROD0430'],397000,Salatiga,0.88,0.07
TXN19300,CUST2652,2024-02-09 00:45:19,['PROD0129'],296000,Bogor,0.21,0.41
TXN19301,CUST0586,2024-09-17 06:51:54,['PROD0130'],240000,Padang,0.52,0.43
TXN19302,CUST2756,2024-02-15 11:42:59,['PROD0841'],248000,Pekanbaru,0.87,0.3
TXN19303,CUST4847,2025-06-21 18:34:17,"['PROD0805', 'PROD0160', 'PROD0414']",638000,Tasikmalaya,0.92,0.26
TXN19304,CUST3316,2024-09-27 06:16:07,['PROD0806'],266000,Mojokerto,0.41,0.5
TXN19305,CUST3004,2024-02-03 23:20:06,['PROD0886'],393000,Palangkaraya,0.62,0.29
TXN19306,CUST1003,2023-09-11 09:24:54,['PROD0642'],138000,Kota Administrasi Jakarta Barat,0.66,0.06
TXN19307,CUST4149,2023-12-13 03:19:36,['PROD0043'],143000,Tomohon,0.89,0.04
TXN19308,CUST0882,2024-12-23 23:26:57,"['PROD0681', 'PROD0258', 'PROD0301']",472000,Tangerang Selatan,0.8,0.28
TXN19309,CUST2303,2024-07-21 03:46:42,['PROD0099'],330000,Binjai,0.65,0.16
TXN19310,CUST0741,2024-09-10 03:34:53,['PROD1023'],315000,Parepare,0.92,0.01
TXN19311,CUST4344,2024-02-24 05:15:01,['PROD0047'],405000,Pangkalpinang,0.99,0.25
TXN19312,CUST3945,2025-03-18 22:18:44,['PROD0170'],213000,Banda Aceh,0.28,0.41
TXN19313,CUST2625,2025-04-29 15:28:35,['PROD1027'],482000,Tanjungbalai,0.92,0.02
TXN19314,CUST4253,2024-05-15 22:09:23,"['PROD0315', 'PROD0734']",484000,Dumai,0.99,0.37
TXN19315,CUST2781,2025-03-15 20:00:33,"['PROD0449', 'PROD0285', 'PROD0491']",607000,Depok,0.61,0.39
TXN19316,CUST3739,2023-10-01 12:52:21,['PROD0434'],176000,Kota Administrasi Jakarta Selatan,0.66,0.33
TXN19317,CUST2664,2025-03-23 10:56:15,"['PROD0833', 'PROD0841']",565000,Tangerang,0.87,0.28
TXN19318,CUST1179,2023-08-31 13:04:47,['PROD0284'],261000,Mojokerto,0.65,0.09
